,date,state,population,coronavirus,covid19,covid,19,nan,people,via,china,amp,trump,virus,pandemic,us,cases,new,news,like,get,wuhan,one,health,di,world,si,time,il,help,crisis,home,need,outbreak,000,know,corona,deaths,et,please,would,realdonaldtrump,covid_19,2020,lockdown,spread,due,could,first,des,go,stay,da,covid 19,coronavirus outbreak,coronavirus covid19,coronavirus pandemic,coronavirus cases,covid19 coronavirus,via youtube,due coronavirus,novel coronavirus,new york,death toll,new coronavirus,amid coronavirus,19 pandemic,stay home,coronavirus crisis,coronavirus covid,china coronavirus,coronavirus via,coronavirus china,social distancing,new cases,il coronavirus,corona virus,positive coronavirus,du coronavirus,spread coronavirus,wuhan coronavirus,coronavirus death,confirmed cases,casos coronavirus,news coronavirus,bbc news,fight coronavirus,tested positive,cruise ship,coronavirus lockdown,public health,href rel,rel nofollow,19 cases,gon na,true href,cases coronavirus,wuhan china,south korea,coronavirus fears,hong kong,stay safe,donald trump,covid 19 pandemic,coronavirus covid 19,covid 19 cases,covid 19 crisis,coronavirus death toll,due covid 19,bbc news coronavirus,covid 19 outbreak,covid 19 patients,covid 19 coronavirus,coronavirus live updates,covid 19 via,new york times,fight covid 19,positive covid 19,twitter web app,amid coronavirus outbreak,amid covid 19,world health organization,tested positive coronavirus,new coronavirus cases,tests positive coronavirus,coronavirus 2019 ncov,covid 19 virus,coronavirus task force,casos covid 19,covid 19 deaths,covid 19 lockdown,spread covid 19,covid 19 di,cases covid 19,amid coronavirus pandemic,covid 19 response,primer caso coronavirus,gt virus coronavirus,coronavirus sars flu,virus coronavirus sars,virus covid 19,penyebaran covid 19,covid 19 testing
0,2020-01-21,CA,39510000,2,0,0,9,80,54,97,40,99,29,8,1,56,3,48,39,77,61,28,74,68,78,52,67,48,78,77,52,57,87,20,46,81,1,7,70,82,70,43,0,74,0,32,26,77,85,73,80,26,80,0,8,0,0,0,0,38,0,16,63,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,41,1,0,0,1,27,3,1,27,0,20,0,34,0,0,0,0,34,26,12,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0
1,2020-01-21,NC,10490000,2,0,0,9,80,54,97,40,96,29,9,1,56,3,48,39,77,61,28,74,68,78,52,68,48,78,77,52,57,88,20,46,81,1,7,68,82,70,28,0,74,0,32,26,77,85,74,80,26,79,0,8,0,0,0,0,31,0,17,64,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,40,1,0,0,1,28,3,1,27,0,20,0,34,0,0,0,0,34,26,9,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0
2,2020-01-21,MD,6046000,2,0,0,9,75,54,96,40,96,29,8,1,56,3,48,39,77,61,28,75,68,78,52,68,48,78,77,52,57,87,20,46,81,1,7,68,83,70,43,0,74,0,32,26,77,85,74,80,26,80,0,8,0,0,0,0,38,0,16,64,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,40,1,0,0,1,27,3,1,27,0,20,0,34,0,0,0,0,34,26,9,84,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0
3,2020-01-21,MA,6893000,2,0,0,9,80,54,97,40,96,29,8,1,56,3,48,39,72,61,28,74,68,78,52,68,48,78,77,52,57,88,20,46,81,1,7,68,83,70,43,0,76,0,32,26,77,85,74,80,26,80,0,8,0,0,0,0,31,0,16,64,1,2,0,0,2,1,0,12,1,11,0,1,0,1,0,0,2,40,1,0,0,1,27,0,1,27,0,20,0,34,0,0,0,0,34,26,9,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0
4,2020-01-21,IL,12670000,2,0,0,9,83,55,97,40,97,31,8,1,53,4,48,40,78,62,27,76,66,78,53,66,48,77,77,55,57,87,21,41,79,1,7,69,84,72,51,0,74,0,32,26,78,83,73,81,26,79,0,8,0,0,0,0,50,0,20,64,1,2,1,0,2,1,0,12,1,12,0,1,0,2,1,0,3,42,1,0,0,1,27,1,2,27,0,22,50,33,0,44,0,0,34,25,6,86,3,43,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,34,0,0,5,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,6,29,0,0,0
5,2020-01-21,GA,10620000,2,0,0,9,80,54,97,40,99,29,8,1,56,3,48,39,77,61,28,74,68,78,52,67,48,78,77,52,57,88,20,46,79,1,7,68,82,70,43,0,74,0,32,26,77,85,74,79,26,80,0,8,0,0,0,0,38,0,16,64,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,40,1,0,0,1,27,2,1,27,0,20,0,34,0,0,0,0,34,26,9,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0
6,2020-01-21,FL,21480000,2,0,0,9,75,54,97,40,96,29,8,1,56,3,48,39,77,61,28,74,68,76,52,68,48,77,77,52,57,87,20,46,81,1,7,68,83,70,43,0,74,0,32,26,77,85,74,80,26,80,0,8,0,0,0,0,44,0,16,64,1,2,0,0,2,1,0,12,1,12,0,1,0,2,0,0,2,40,1,0,0,1,27,3,1,27,0,20,0,21,0,0,0,0,34,28,9,87,4,43,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,50,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0
7,2020-01-21,CT,3565000,2,0,0,9,80,54,97,40,96,29,8,1,56,3,49,39,77,61,28,74,68,78,52,68,48,78,77,52,57,87,20,46,81,1,7,70,83,70,43,0,76,0,32,26,77,85,74,80,26,80,0,8,0,0,0,0,38,0,16,64,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,40,1,0,0,1,27,3,1,27,0,20,0,34,0,0,0,0,31,26,9,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0
8,2020-01-21,NY,19450000,2,0,0,9,75,54,97,40,99,29,9,1,56,3,48,39,77,61,28,74,68,78,52,68,48,78,77,52,57,87,20,46,81,1,7,70,83,69,43,0,74,0,32,26,74,85,74,80,26,80,0,8,0,0,0,0,38,0,16,64,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,40,1,0,0,1,26,3,1,27,0,20,0,34,0,0,0,0,36,26,12,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,67,0,0,4,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0
9,2020-01-21,NJ,8882000,2,0,0,9,80,54,97,40,96,29,8,1,56,3,48,39,72,61,28,74,68,78,50,68,48,78,77,52,57,87,20,46,81,1,7,68,83,70,43,0,74,0,33,26,74,85,74,80,26,80,0,8,0,0,0,0,44,0,16,63,1,2,0,0,2,1,0,12,1,12,0,1,0,1,0,0,2,41,1,0,0,1,27,3,1,27,0,20,0,34,0,0,0,0,34,26,9,87,4,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,50,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0
10,2020-01-22,CT,3565000,4,0,0,9,83,55,96,46,83,31,12,2,57,4,48,40,78,58,40,74,64,80,51,68,47,82,75,50,55,87,29,41,81,2,8,68,87,72,42,0,73,0,35,25,77,86,72,80,26,84,0,14,0,1,0,0,48,0,22,64,2,3,2,0,2,1,0,16,1,16,0,1,0,3,1,1,4,47,1,1,0,1,27,3,1,25,0,19,27,68,0,72,0,0,49,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,15,45,0,0,0
11,2020-01-22,GA,10620000,4,0,0,9,83,55,95,46,87,31,12,2,57,4,49,40,78,58,40,74,64,80,51,67,47,82,75,50,55,87,29,41,78,2,8,68,83,72,42,0,72,0,35,24,77,85,72,80,26,84,0,14,0,1,0,0,48,0,22,64,2,3,2,0,2,1,0,16,1,15,0,1,0,3,1,1,3,47,1,1,0,1,27,2,1,25,0,19,27,68,0,72,0,0,51,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,15,45,0,0,0
12,2020-01-22,MD,6046000,4,0,0,9,83,55,93,46,83,31,12,2,57,4,49,40,78,58,40,73,64,80,51,68,47,82,76,50,55,87,29,41,81,2,8,68,85,72,42,0,72,0,35,25,77,85,72,80,26,84,0,14,0,1,0,0,48,0,22,64,2,3,2,0,2,1,0,16,1,15,0,1,0,3,1,1,3,47,1,1,0,1,27,3,1,25,0,19,27,68,0,72,0,0,51,26,6,88,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,15,45,0,0,0
13,2020-01-22,MA,6893000,4,0,0,9,83,55,95,46,83,31,12,2,57,4,49,40,75,58,40,74,64,80,51,68,47,82,76,50,55,87,29,41,83,2,8,68,85,72,42,0,73,0,35,25,77,85,72,80,26,84,0,14,0,1,0,0,41,0,22,64,2,3,2,0,2,1,0,16,1,16,0,1,0,3,1,1,4,47,1,1,0,1,27,4,1,25,0,19,27,68,0,72,0,0,51,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,15,44,0,0,0
14,2020-01-22,NJ,8882000,4,0,0,9,83,55,95,46,83,31,12,2,57,4,49,40,75,58,40,74,64,80,50,68,47,82,75,50,55,87,29,39,83,2,8,68,85,72,42,0,72,0,34,25,74,85,72,80,26,84,0,14,0,1,0,0,53,0,22,64,2,3,2,0,2,1,0,15,1,16,0,1,0,3,1,1,3,48,1,1,0,1,27,3,1,25,0,19,27,68,0,72,0,0,51,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,48,15,45,0,0,0
15,2020-01-22,NC,10490000,4,0,0,9,83,55,95,46,83,31,12,2,57,4,49,40,78,58,40,75,66,80,51,68,47,82,76,50,55,87,29,41,81,2,8,68,83,72,51,0,72,0,35,25,77,85,72,80,26,84,0,14,0,1,0,0,41,0,23,64,2,3,2,0,2,1,0,16,1,16,0,1,0,3,1,1,3,47,1,0,0,1,27,3,1,25,0,19,0,68,0,72,0,0,51,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,48,15,44,0,0,0
16,2020-01-22,CA,39510000,4,0,0,9,83,55,95,46,87,31,12,2,57,4,49,40,78,58,40,74,64,80,51,67,47,82,75,50,55,87,29,41,81,2,9,68,83,72,42,0,72,0,35,25,77,85,70,80,26,84,0,14,0,1,0,0,48,0,22,64,2,3,2,0,2,1,0,16,1,16,0,1,0,3,1,1,3,48,1,1,0,1,27,3,1,25,0,19,27,68,0,72,0,0,51,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,15,45,0,0,0
17,2020-01-22,IL,12670000,4,0,0,8,81,56,94,45,91,33,12,2,55,3,49,42,78,62,40,74,66,81,53,65,48,80,76,53,56,87,31,41,81,2,8,69,84,72,52,0,72,1,34,25,79,83,74,83,26,83,0,15,0,1,0,0,42,0,28,65,2,3,1,0,2,0,0,16,2,16,0,1,1,3,0,1,3,45,1,0,0,1,27,1,1,24,0,20,50,33,0,0,89,0,49,28,12,86,3,44,0,0,0,0,1,0,2,0,0,0,0,0,47,0,0,34,0,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,51,12,44,0,0,0
18,2020-01-22,FL,21480000,4,0,0,9,73,55,95,46,83,31,12,2,57,4,49,40,78,58,40,74,64,79,51,68,47,80,75,50,55,87,29,41,81,2,8,68,85,72,42,0,72,0,35,25,77,85,72,80,26,84,0,14,0,1,0,0,53,0,22,64,2,3,2,0,2,1,0,16,1,16,0,1,0,3,1,1,3,47,1,0,0,1,27,3,1,25,0,19,27,41,0,72,0,0,51,27,6,85,3,46,0,0,0,0,0,0,2,0,0,0,0,0,46,0,0,42,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,43,18,44,0,0,0
19,2020-01-22,NY,19450000,4,0,0,9,83,55,95,46,87,31,12,2,57,4,49,40,78,58,40,75,64,80,51,68,47,82,75,50,55,87,29,41,83,2,9,68,85,70,42,0,72,0,35,25,74,85,72,80,26,84,0,14,0,1,0,0,48,0,22,64,2,3,2,0,2,1,0,16,1,16,0,1,0,3,1,1,3,47,1,1,0,1,27,3,1,25,0,19,0,68,0,72,0,0,52,26,6,85,3,46,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,17,0,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,43,9,45,0,0,0
20,2020-01-23,CT,3565000,5,0,0,8,76,58,91,53,87,29,17,2,55,4,51,41,79,60,70,74,64,79,51,67,47,76,76,49,56,87,40,42,82,3,9,67,83,75,34,0,72,1,35,24,74,86,71,79,26,84,0,22,0,2,0,0,43,0,34,62,3,3,0,0,2,2,0,23,3,23,0,1,2,6,1,1,8,55,2,1,0,2,28,4,1,26,1,21,27,68,0,0,0,0,72,26,16,87,4,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,33,13,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,12,46,0,0,0
21,2020-01-23,NY,19450000,5,0,0,8,69,58,90,53,91,29,18,2,55,4,52,41,79,60,70,74,64,79,51,67,47,76,76,49,56,87,40,42,82,3,9,67,82,74,34,0,71,1,35,24,69,86,71,79,26,84,0,23,0,2,0,0,43,0,34,62,3,3,0,0,2,2,0,23,3,23,0,1,2,6,1,1,8,55,2,1,0,2,27,4,1,26,1,20,27,68,0,0,0,0,78,26,17,87,4,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,17,0,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,18,46,0,0,0
22,2020-01-23,GA,10620000,5,0,0,8,76,58,90,53,91,29,17,2,55,4,52,41,79,60,70,74,64,79,51,65,47,75,76,49,56,88,40,42,80,3,9,67,80,75,34,0,71,1,35,25,74,86,71,77,26,84,0,23,0,2,0,0,43,0,34,62,3,4,0,0,2,2,0,23,3,23,0,2,2,6,1,1,8,55,2,1,0,2,28,2,1,26,1,21,27,68,0,0,0,0,76,26,16,87,4,41,0,0,0,0,2,0,3,0,0,0,0,0,46,0,0,33,0,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,12,46,0,0,0
23,2020-01-23,NC,10490000,5,0,0,8,76,58,90,53,87,29,18,2,55,4,52,41,79,60,70,74,65,79,51,67,47,75,76,49,56,88,40,42,82,3,9,67,80,75,27,0,71,1,34,24,74,86,71,79,26,84,0,23,0,2,0,0,34,0,37,62,3,3,0,0,2,2,0,23,3,23,0,1,2,6,1,1,8,55,2,1,0,2,29,4,1,26,1,21,27,68,0,0,0,0,76,26,16,87,3,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,33,13,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,12,47,0,0,0
24,2020-01-23,FL,21480000,5,0,0,8,74,58,90,53,87,29,17,2,55,4,52,41,79,60,70,74,64,78,51,67,47,77,76,49,56,87,40,42,82,3,9,67,82,75,34,0,71,1,35,24,74,86,71,79,26,84,0,23,0,2,0,0,52,0,34,62,3,3,0,0,2,2,0,23,2,23,0,1,2,6,0,1,8,55,2,1,0,2,28,4,1,26,1,21,27,41,0,0,0,0,76,28,16,87,4,42,0,0,0,0,2,0,4,0,0,0,1,0,46,0,0,33,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,6,47,0,0,0
25,2020-01-23,CA,39510000,5,0,0,8,76,58,90,53,91,29,17,2,55,4,52,41,79,60,70,74,64,79,51,65,47,75,76,49,56,87,40,42,82,3,9,67,80,75,34,0,71,1,35,24,74,86,69,79,26,84,0,23,0,2,0,0,43,0,34,62,3,3,0,0,2,2,0,23,3,23,0,2,2,6,0,1,8,57,2,1,0,2,28,4,1,26,1,21,27,68,0,0,0,0,76,26,17,87,4,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,33,13,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,12,46,0,0,0
26,2020-01-23,MD,6046000,5,0,0,8,69,58,89,53,87,29,17,2,55,4,52,41,79,58,70,73,64,79,51,67,47,76,76,49,56,87,40,42,82,3,9,67,82,75,34,0,71,1,35,24,74,86,71,79,26,84,0,23,0,1,0,0,43,0,34,62,3,3,0,0,2,2,0,23,2,23,0,1,2,6,1,1,8,55,2,1,0,2,28,4,1,26,1,21,27,68,0,0,0,0,76,26,16,85,4,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,33,13,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,12,46,0,0,0
27,2020-01-23,NJ,8882000,5,0,0,8,76,58,90,53,87,29,17,2,55,4,52,41,77,58,69,74,64,79,51,67,47,76,76,49,56,87,40,41,82,3,9,67,82,75,34,0,71,1,35,24,69,86,71,79,26,84,0,23,0,2,0,0,52,0,34,62,3,3,0,0,2,2,0,23,3,23,0,1,2,6,1,1,8,57,2,1,0,2,28,4,1,26,1,21,27,68,0,0,0,0,76,26,16,87,4,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,33,13,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,12,46,0,0,0
28,2020-01-23,IL,12670000,5,0,0,8,77,58,92,53,95,30,18,2,53,4,51,42,79,62,71,74,64,78,52,66,47,74,76,49,55,88,43,39,81,3,9,65,84,73,34,0,72,1,36,25,76,84,71,79,26,85,0,22,0,1,0,0,43,0,34,64,4,4,0,0,2,2,0,23,4,23,0,1,1,6,1,1,9,54,2,1,0,2,28,3,2,26,0,21,0,50,0,44,0,0,79,24,15,84,4,41,0,0,0,0,2,0,4,0,0,0,2,0,45,0,0,79,0,0,9,0,0,0,30,0,1,0,0,0,0,0,0,0,0,2,0,15,42,0,0,0
29,2020-01-23,MA,6893000,5,0,0,8,76,57,90,53,87,29,17,2,56,4,52,41,77,60,69,74,64,79,51,67,47,76,76,49,56,88,40,42,82,3,9,67,82,75,34,0,72,1,35,24,74,86,71,79,26,84,0,23,0,2,0,0,34,0,34,62,3,3,0,0,2,2,0,23,3,24,0,1,2,6,1,1,8,55,2,1,0,2,28,6,1,26,1,21,27,68,0,0,0,0,76,26,16,87,4,41,0,0,0,0,2,0,3,0,0,0,1,0,46,0,0,33,13,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,12,47,0,0,0
30,2020-01-24,NC,10490000,8,0,0,9,78,57,91,63,85,30,22,3,56,4,79,40,79,60,78,76,60,78,53,67,49,80,72,46,57,83,46,41,81,5,10,65,82,68,48,0,79,1,37,24,74,88,69,81,25,74,0,32,0,3,1,0,18,0,40,66,6,7,3,0,2,2,0,37,5,37,0,1,3,9,1,3,12,73,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,81,24,7,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,11,1,0,2,47,0,1,0,0,0,0,0,0,0,0,1,50,19,65,0,0,0
31,2020-01-24,CA,39510000,8,0,0,9,78,57,91,63,91,30,22,3,56,4,79,40,79,60,78,76,59,78,53,66,49,80,71,46,57,82,46,41,81,5,9,66,82,67,40,0,79,1,38,24,74,88,68,81,25,76,0,32,0,3,1,0,31,0,39,66,6,7,3,0,2,2,0,37,5,37,0,1,3,9,1,3,12,75,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,81,24,0,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,42,0,0,0,0,0,0,0,0,0,0,1,45,19,64,0,0,0
32,2020-01-24,FL,21480000,8,0,0,9,65,57,91,63,85,30,22,3,56,4,79,40,79,60,78,76,59,76,53,67,49,80,71,46,57,82,46,41,81,5,10,65,82,68,40,0,79,1,38,24,74,88,69,81,25,76,0,32,0,3,1,0,45,0,39,66,6,7,3,0,2,2,0,37,4,37,0,1,3,9,1,3,12,73,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,81,28,7,82,3,43,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,47,0,1,0,0,0,0,0,0,0,0,1,45,11,65,0,0,0
33,2020-01-24,NY,19450000,8,0,0,9,82,57,91,63,91,30,22,3,56,4,79,40,79,60,78,76,59,78,53,67,49,81,71,46,58,82,46,41,80,5,9,66,82,66,40,0,79,1,38,24,72,88,69,81,25,76,0,32,0,3,1,0,31,0,39,66,6,7,3,0,2,2,0,37,5,37,0,1,3,9,1,3,12,73,5,2,1,3,28,3,2,26,1,20,28,0,0,76,0,1,82,24,0,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,0,0,0,10,1,0,2,42,0,1,0,0,0,0,0,0,0,0,1,45,27,64,0,0,0
34,2020-01-24,CT,3565000,8,0,0,9,78,57,91,63,85,30,22,3,56,4,80,40,79,60,78,76,59,78,53,67,49,81,71,46,57,82,46,41,81,5,10,66,83,67,40,0,79,1,38,24,74,89,69,81,25,76,0,32,0,3,1,0,31,0,39,66,6,7,3,0,2,2,0,37,5,37,0,1,3,9,1,3,11,73,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,79,24,7,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,42,0,1,0,0,0,0,0,0,0,0,1,45,19,64,0,0,0
35,2020-01-24,NJ,8882000,8,0,0,9,78,57,91,63,85,30,22,3,56,4,79,40,77,61,78,76,59,78,52,67,49,81,71,46,57,82,46,42,80,5,10,65,82,67,40,0,79,1,40,24,72,88,69,81,25,76,0,32,0,3,1,0,45,0,39,66,6,7,2,0,2,2,0,36,5,37,0,1,3,9,1,3,12,75,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,81,24,7,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,42,0,1,0,0,0,0,0,0,0,0,1,50,19,64,0,0,0
36,2020-01-24,MD,6046000,8,0,0,9,82,57,90,63,85,30,22,2,56,4,79,40,79,61,78,76,59,78,53,67,49,81,72,46,57,82,46,41,81,5,10,65,82,67,40,0,79,1,38,24,74,88,69,81,25,76,0,32,0,2,1,0,31,0,39,66,6,7,3,0,2,2,0,37,4,36,0,1,2,9,1,3,12,73,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,81,24,7,81,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,42,0,1,0,0,0,0,0,0,0,0,1,45,19,64,0,0,0
37,2020-01-24,MA,6893000,8,0,0,9,78,56,91,63,85,30,22,3,56,4,79,40,77,60,78,76,59,78,53,67,49,81,72,46,57,83,46,41,80,5,10,65,82,67,40,0,79,1,38,24,74,88,69,81,25,76,0,32,0,3,1,0,18,0,39,66,6,7,3,0,2,2,0,37,5,37,0,1,2,9,1,3,11,73,5,2,1,3,29,2,1,26,1,20,28,0,0,76,0,1,81,24,7,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,42,0,1,0,0,0,0,0,0,0,0,1,45,19,65,0,0,0
38,2020-01-24,IL,12670000,8,0,0,9,85,58,91,63,89,32,22,3,53,4,78,41,79,60,79,76,59,76,55,64,49,78,73,46,57,83,45,39,78,4,9,64,82,68,26,0,78,1,39,25,73,85,69,81,25,76,0,30,0,2,1,0,45,0,41,63,6,6,5,0,2,2,0,36,6,36,0,1,2,9,0,3,14,73,5,2,1,3,28,3,1,25,1,21,0,0,0,0,0,1,78,24,9,79,3,41,0,0,0,0,5,0,4,0,0,0,2,0,43,0,0,46,0,0,9,0,0,0,56,0,1,0,0,0,0,0,0,0,0,1,53,14,49,0,0,0
39,2020-01-24,GA,10620000,8,0,0,9,78,57,91,63,91,30,22,3,56,4,79,40,79,60,78,76,59,78,53,66,49,80,71,46,57,83,46,41,81,5,10,65,82,67,40,0,79,1,38,24,74,88,69,80,25,76,0,32,0,3,1,0,31,0,39,66,6,7,3,0,2,2,0,37,5,36,0,1,2,9,1,3,12,73,5,2,1,3,29,3,2,26,1,20,28,0,0,76,0,1,81,24,7,82,3,42,0,0,0,0,5,0,5,0,0,0,1,0,45,0,0,35,0,0,10,1,0,2,42,0,1,0,0,0,0,0,0,0,0,1,45,19,64,0,0,0
40,2020-01-25,NC,10490000,10,0,0,8,73,50,72,66,83,28,27,4,50,4,78,37,83,59,88,74,38,78,55,67,46,78,65,38,57,77,41,38,79,7,10,65,73,53,31,0,82,1,37,20,58,81,69,86,26,76,0,33,0,3,2,0,33,1,41,61,10,11,0,0,2,3,0,40,10,40,0,2,5,14,1,7,21,84,8,4,1,5,25,7,1,29,1,13,0,38,0,0,0,2,96,23,7,85,4,39,0,0,0,0,10,0,4,0,0,0,3,0,35,0,0,28,14,0,7,0,1,0,43,0,0,0,0,0,0,0,0,0,0,2,0,36,68,0,0,0
41,2020-01-25,MA,6893000,10,0,0,8,73,49,72,66,83,28,26,4,50,4,78,37,81,59,89,74,38,78,55,67,46,79,65,38,57,77,41,38,79,7,10,65,71,53,33,0,83,1,37,20,58,81,69,86,26,76,0,33,0,3,2,0,33,1,37,61,10,11,0,0,2,3,0,40,10,40,0,2,5,14,1,7,21,84,8,5,1,5,24,3,0,29,1,13,0,38,0,0,0,2,96,23,7,85,3,39,0,0,0,0,10,0,4,0,0,0,3,0,35,0,0,28,14,0,8,0,1,0,41,0,0,0,0,0,0,0,0,0,0,2,0,36,68,0,0,0
42,2020-01-25,NY,19450000,10,0,0,8,67,50,72,66,81,28,27,4,50,4,78,37,83,59,88,74,38,78,55,67,46,79,63,38,58,78,41,38,79,7,11,65,71,53,33,0,82,1,37,20,56,81,69,86,26,76,0,33,0,3,2,0,43,1,37,61,10,11,0,0,2,3,0,40,10,40,0,2,5,14,1,7,21,84,8,5,1,5,23,7,1,29,1,12,0,38,0,0,0,2,100,23,0,85,3,39,0,0,0,0,10,0,4,0,0,0,4,0,35,0,0,37,17,0,8,0,1,0,41,0,0,0,0,0,0,0,0,0,0,2,0,39,78,0,0,0
43,2020-01-25,MD,6046000,10,0,0,8,67,50,72,66,83,28,26,3,50,4,78,37,83,59,88,73,38,78,55,67,46,79,65,38,57,78,41,38,79,7,10,65,71,53,33,0,82,1,37,20,58,81,69,86,26,76,0,33,0,3,2,0,43,1,37,61,10,11,0,0,2,3,0,40,10,39,0,2,5,14,1,7,21,84,8,5,0,5,24,7,1,29,1,13,0,38,0,0,0,2,96,23,7,85,3,39,0,0,0,0,10,0,4,0,0,0,3,0,35,0,0,28,14,0,8,0,1,0,41,0,0,0,0,0,0,0,0,0,0,2,0,36,78,0,0,0
