date,coronavirus,covid19,covid,19,nan,people,via,china,amp,trump,covid 19,coronavirus outbreak,coronavirus covid19,coronavirus pandemic,coronavirus cases,covid19 coronavirus,via youtube,due coronavirus,novel coronavirus,new york,covid 19 pandemic,coronavirus covid 19,covid 19 cases,covid 19 crisis,coronavirus death toll,due covid 19,bbc news coronavirus
2020-02-09,7,0,0,22,81,55,63,43,83,29,0,30,0,3,3,0,36,2,47,68,0,0,0,0,22,0,6
2020-02-10,7,0,0,9,79,59,98,42,93,26,0,35,0,2,4,0,22,2,51,67,0,0,0,0,24,0,8
2020-02-11,7,0,0,8,75,61,99,41,89,27,0,32,1,2,3,1,40,2,45,64,0,1,0,0,21,0,6
2020-02-12,6,2,1,8,82,59,97,41,90,28,1,30,4,1,3,5,51,2,40,67,0,2,0,2,20,0,5
2020-02-13,7,2,1,9,82,61,94,44,96,25,1,30,3,3,4,3,34,3,28,64,0,2,0,2,24,0,7
2020-02-14,5,2,1,9,88,54,94,40,88,26,1,24,3,2,3,4,49,2,21,64,1,2,0,0,22,0,5
2020-02-15,5,2,1,9,86,51,74,38,87,23,1,19,2,2,3,2,36,1,17,64,1,3,0,0,18,0,4
2020-02-16,5,2,1,9,84,55,61,37,86,27,1,12,2,1,2,1,33,1,17,66,0,2,0,0,18,0,3
2020-02-17,5,2,1,9,85,53,96,36,87,24,1,11,4,1,2,5,28,1,16,62,1,2,0,0,17,0,5
2020-02-18,4,2,1,11,83,59,92,35,98,25,1,14,3,1,2,3,59,1,17,63,0,2,1,0,15,1,3
2020-02-19,4,2,1,18,83,60,94,35,91,28,1,12,2,1,2,2,50,1,18,64,1,2,1,0,14,1,3
2020-02-20,4,2,1,14,86,61,93,33,92,31,1,11,2,1,2,2,55,1,14,65,1,2,1,0,14,1,3
2020-02-21,7,2,1,10,85,57,91,33,92,29,2,12,3,1,2,3,51,2,12,66,1,3,1,2,17,1,3
2020-02-22,12,2,2,10,85,51,67,32,85,26,2,14,5,3,3,5,43,2,12,63,2,4,1,0,19,1,3
2020-02-23,17,3,2,11,88,54,55,34,82,29,3,20,6,5,4,6,29,3,12,63,2,6,2,2,19,2,8
2020-02-24,20,4,3,11,91,63,75,38,88,53,4,30,7,11,6,7,37,4,18,68,7,7,2,2,24,2,7
2020-02-25,25,6,4,12,85,66,75,39,93,43,4,40,10,18,8,9,37,5,22,67,10,9,2,0,28,0,15
2020-02-26,28,7,4,14,85,68,85,42,92,34,5,42,9,20,10,11,40,6,33,65,7,10,2,2,37,2,15
2020-02-27,28,7,5,14,90,68,89,42,91,28,6,44,11,19,11,12,36,6,35,67,9,11,2,3,35,1,16
2020-02-28,29,8,5,14,85,65,92,43,86,26,6,41,14,16,11,11,42,7,27,66,6,12,2,2,35,2,18
2020-02-29,26,8,5,13,83,58,68,40,86,28,6,31,13,12,10,13,29,6,20,64,6,11,3,2,31,2,13
2020-03-01,25,7,5,14,81,60,57,39,83,25,6,31,13,11,10,13,28,7,20,65,6,11,3,3,26,2,17
2020-03-02,30,10,7,16,88,69,95,40,89,25,8,45,15,12,15,16,47,11,26,72,7,15,4,3,20,4,22
2020-03-03,31,10,7,16,85,71,92,40,90,27,8,44,14,13,17,15,43,11,27,73,7,16,4,2,28,3,25
2020-03-04,33,11,8,16,79,72,89,40,91,35,9,43,19,11,20,19,30,11,29,73,7,17,5,2,27,4,29
2020-03-05,35,13,9,18,85,72,87,40,92,27,10,45,18,11,21,17,46,13,30,71,6,20,6,4,27,4,30
2020-03-06,36,12,10,19,94,68,87,39,84,26,12,43,20,10,21,20,43,12,26,71,6,21,6,0,25,5,26
2020-03-07,35,14,11,19,84,63,62,40,84,24,11,39,19,9,21,21,40,11,29,73,7,19,7,3,24,6,25
2020-03-08,39,15,12,20,79,65,50,40,83,23,13,43,22,9,24,24,31,11,27,76,7,22,8,4,27,5,30
2020-03-09,46,20,16,25,88,71,85,42,90,30,18,53,30,14,30,29,45,18,40,77,14,27,11,4,32,8,38
2020-03-10,55,25,20,28,80,76,81,46,89,31,21,63,32,17,36,35,43,24,46,80,12,33,15,6,37,14,45
2020-03-11,64,32,27,34,76,80,73,48,85,33,28,68,46,98,45,47,32,36,45,80,82,44,23,7,43,17,55
2020-03-12,96,49,43,50,86,100,69,66,83,75,45,100,76,100,72,78,25,78,69,82,100,74,33,15,70,41,100
2020-03-13,93,55,47,56,89,94,70,72,79,100,51,92,75,54,76,73,47,89,61,78,69,78,38,20,67,45,69
2020-03-14,86,57,49,55,89,86,53,71,80,64,51,83,71,40,78,70,38,66,53,67,50,75,43,23,61,40,76
2020-03-15,100,67,58,65,80,89,45,75,74,53,61,85,88,38,86,88,42,75,49,76,47,87,53,17,74,59,84
2020-03-16,99,83,71,77,81,90,70,75,78,59,73,87,100,41,84,100,33,100,53,78,59,98,57,38,91,85,98
2020-03-17,93,83,71,81,84,91,77,84,77,52,77,84,88,40,85,85,50,86,59,75,56,98,60,53,82,80,89
2020-03-18,89,84,77,84,86,95,74,91,77,61,79,71,90,38,85,90,56,78,52,75,60,92,61,60,73,79,87
2020-03-19,86,83,78,99,85,94,68,91,76,58,81,70,85,35,88,84,56,65,70,73,52,93,63,70,79,80,75
2020-03-20,82,88,85,94,84,93,71,84,75,56,85,74,88,36,91,91,60,66,58,92,60,90,70,68,84,77,64
2020-03-21,88,91,83,89,85,91,56,85,74,53,87,65,93,36,100,94,52,53,55,90,56,98,78,45,90,65,64
2020-03-22,92,98,92,96,80,99,45,85,70,51,95,65,99,38,99,95,34,58,62,95,57,100,85,68,100,81,69
2020-03-23,82,100,100,100,81,93,67,76,73,47,100,59,90,36,95,92,44,62,61,87,59,98,85,83,84,100,79
2020-03-24,74,93,91,95,86,93,63,100,70,51,94,56,84,32,95,86,41,46,45,88,63,92,89,75,83,92,61
2020-03-25,72,93,92,92,81,97,61,84,78,48,93,47,78,32,92,80,55,38,37,92,61,90,89,68,92,78,64
2020-03-26,71,93,91,91,91,96,63,81,78,45,91,48,78,32,96,79,45,33,44,97,57,93,96,84,87,75,55
2020-03-27,73,94,98,95,82,96,64,78,76,50,94,43,78,35,99,79,57,30,37,98,64,89,100,74,83,69,53
2020-03-28,71,93,98,96,90,94,50,71,76,48,96,42,77,34,97,80,45,26,37,96,59,90,100,56,93,64,53
2020-03-29,69,91,95,94,89,96,43,70,80,48,93,37,75,34,90,74,50,26,34,100,63,86,97,71,90,61,56
2020-03-30,59,86,91,90,85,92,68,63,75,45,90,34,68,29,73,70,51,26,29,95,60,79,84,76,71,78,43
2020-03-31,57,86,90,88,85,89,67,59,77,37,87,35,62,26,71,60,49,24,28,94,61,74,80,92,71,72,43
2020-04-01,54,84,90,88,85,90,70,59,82,37,87,32,62,29,68,63,54,23,29,92,62,76,77,86,72,73,40
2020-04-02,54,83,91,87,84,92,68,60,80,35,88,29,54,28,66,49,51,23,29,86,61,70,79,100,71,71,39
2020-04-03,69,82,91,86,88,86,68,55,78,36,85,28,68,29,63,69,72,20,27,89,55,79,73,77,65,65,38
2020-04-04,74,76,91,88,85,86,52,58,82,40,85,28,65,29,68,65,45,19,38,95,59,82,77,48,73,54,45
2020-04-05,74,77,88,86,95,84,44,55,82,39,82,29,65,28,67,67,54,17,29,94,58,79,80,54,74,52,51
2020-04-06,60,77,92,84,82,81,78,49,80,36,84,25,60,28,60,60,49,17,30,88,58,74,74,61,65,63,47
2020-04-07,63,72,85,78,87,77,78,46,85,40,79,22,52,25,57,49,48,15,23,82,52,68,67,60,60,53,48
2020-04-08,61,69,84,78,87,82,77,47,84,42,73,22,52,24,55,53,53,16,21,81,59,66,66,63,65,57,48
2020-04-09,59,67,79,76,92,80,74,45,86,37,71,20,51,24,53,52,48,14,25,83,55,63,63,40,64,57,37
2020-04-10,58,64,78,73,89,81,83,47,82,34,69,20,49,21,52,49,100,13,30,96,44,63,63,61,68,49,40
2020-04-11,47,60,77,71,81,78,55,46,84,33,70,18,42,17,50,44,62,12,22,88,44,55,63,47,69,41,40
2020-04-12,44,56,71,68,91,78,46,48,84,33,65,17,41,19,47,45,51,10,20,86,40,53,61,36,70,41,34
2020-04-13,58,61,81,77,84,78,79,49,87,44,74,18,48,20,46,46,56,13,26,81,47,66,60,59,61,49,35
2020-04-14,54,56,77,73,91,78,85,45,92,52,71,16,46,19,42,44,65,13,27,72,49,63,54,48,50,54,32
2020-04-15,54,59,77,73,88,80,79,45,88,53,72,15,47,20,41,46,40,14,22,74,47,67,53,72,49,50,32
2020-04-16,53,57,81,76,92,80,75,48,91,49,71,15,46,19,42,47,63,12,26,73,50,67,57,69,45,46,34
2020-04-17,52,55,80,72,84,80,70,52,85,43,69,16,43,17,41,46,45,11,23,69,41,65,57,54,51,42,29
2020-04-18,52,51,70,67,94,75,54,49,95,41,64,15,33,17,40,31,52,12,24,70,36,59,56,41,56,36,28
2020-04-19,45,50,72,79,95,77,46,46,90,45,64,15,41,17,41,42,44,11,23,71,42,58,57,49,53,40,29
2020-04-20,39,50,71,72,87,76,74,42,92,35,62,13,37,16,36,37,25,9,20,63,47,56,51,38,45,41,28
2020-04-21,40,48,74,66,87,75,61,41,98,42,60,13,38,14,34,39,32,9,15,66,43,54,50,45,42,45,29
2020-04-22,33,47,70,65,88,77,71,41,90,35,61,12,36,16,33,33,49,10,20,66,45,53,47,57,41,41,23
2020-04-23,41,47,70,62,88,76,69,41,95,33,58,12,34,14,32,33,51,10,18,67,46,53,46,52,39,38,23
2020-04-24,42,45,66,59,84,77,67,39,90,87,56,12,34,13,31,37,48,10,18,67,37,52,43,52,42,38,25
2020-04-25,38,43,64,57,92,74,50,39,95,66,53,12,32,13,32,29,38,7,20,70,37,47,46,43,44,33,25
2020-04-26,36,41,65,57,100,74,47,40,96,50,54,11,30,15,32,28,49,7,16,66,38,44,47,34,43,33,22
2020-04-27,29,44,70,60,85,78,73,37,94,40,57,12,28,13,30,26,51,9,14,62,46,44,45,50,38,45,22
2020-04-28,29,42,69,58,96,78,71,37,94,35,56,10,26,13,29,26,36,7,17,62,41,45,40,46,37,38,25
2020-04-29,27,43,66,59,83,80,69,38,100,31,56,10,29,13,27,29,42,8,15,61,40,43,38,56,39,41,27
2020-04-30,26,40,67,57,91,78,70,37,97,31,53,10,25,13,26,25,59,7,15,63,37,39,39,47,35,41,21
2020-05-01,27,39,67,56,94,81,52,40,100,33,54,9,26,12,28,27,52,7,13,66,42,39,40,44,36,33,21
